937	29/12/2001	32 50 59 77 79	 
936	27/12/2001	36 40 46 51 78	 
935	22/12/2001	14 29 41 63 65	 
934	20/12/2001	02 21 44 46 69	 
933	18/12/2001	06 27 51 70 79	 
932	15/12/2001	02 45 59 73 78	 
931	13/12/2001	20 31 61 76 79	 
930	11/12/2001	32 41 47 61 77	 
929	08/12/2001	05 28 52 55 69	 
928	06/12/2001	03 22 28 35 45	 
927	04/12/2001	15 38 48 54 70	 
926	01/12/2001	40 46 50 73 79	 
925	29/11/2001	02 15 30 61 78	 
924	27/11/2001	18 36 49 56 79	 
923	24/11/2001	02 16 36 39 52	 
922	22/11/2001	01 12 20 24 62	 
921	20/11/2001	04 09 64 74 75	 
920	17/11/2001	05 13 14 36 69	 
919	13/11/2001	08 13 40 72 77	 
918	10/11/2001	33 36 49 65 78	 
917	08/11/2001	06 10 28 47 55	 
916	06/11/2001	12 46 50 52 68	 
915	03/11/2001	07 13 19 27 61	 
914	01/11/2001	11 32 55 67 76	 
913	30/10/2001	07 11 25 50 67	 
912	27/10/2001	04 14 23 45 70	 
911	25/10/2001	04 18 25 57 74	 
910	23/10/2001	07 19 31 45 55	 
909	20/10/2001	08 16 37 64 79	 
908	18/10/2001	01 09 23 50 73	 
907	16/10/2001	24 29 32 50 74	 
906	13/10/2001	19 20 22 33 39	 
905	10/10/2001	42 49 55 61 69	 
904	06/10/2001	42 49 51 57 64	 
903	04/10/2001	08 22 28 52 58	 
902	02/10/2001	14 33 34 55 78	 
901	29/09/2001	24 41 51 60 73	 
900	27/09/2001	41 49 52 56 74	 
899	25/09/2001	17 26 28 36 55	 
898	22/09/2001	08 39 59 77 78	 
897	20/09/2001	30 39 56 70 72	 
896	18/09/2001	14 26 51 62 77	 
895	15/09/2001	16 34 49 58 59	 
894	13/09/2001	10 13 36 38 50	 
893	11/09/2001	05 07 13 66 79	 
892	08/09/2001	14 20 34 73 75	 
891	04/09/2001	04 13 18 46 47	 
890	01/09/2001	03 07 21 41 67	 
889	30/08/2001	15 31 36 47 76	 
888	28/08/2001	18 22 31 45 79	 
887	25/08/2001	05 27 28 35 40	 
886	23/08/2001	24 37 40 44 59	 
885	21/08/2001	03 05 13 37 45	 
884	18/08/2001	19 28 44 46 54	 
883	16/08/2001	02 38 74 76 77	 
882	14/08/2001	02 05 13 39 55	 
881	11/08/2001	03 09 54 56 61	 
880	09/08/2001	11 14 32 38 41	 
879	07/08/2001	19 27 35 49 78	 
878	04/08/2001	11 13 24 64 69	 
877	02/08/2001	31 38 39 51 54	 
876	31/07/2001	09 29 35 55 70	 
875	28/07/2001	06 31 39 46 52	 
874	26/07/2001	16 38 39 44 71	 
873	24/07/2001	10 24 48 57 77	 
872	21/07/2001	46 54 58 59 70	 
871	19/07/2001	19 32 49 56 73	 
870	17/07/2001	15 17 44 52 69	 
869	14/07/2001	30 59 68 72 75	 
868	12/07/2001	09 24 34 52 55	 
867	10/07/2001	04 20 42 58 66	 
866	07/07/2001	09 25 40 41 61	 
865	05/07/2001	04 19 30 39 62	 
864	03/07/2001	07 34 60 61 66	 
863	30/06/2001	15 18 19 70 79	 
862	28/06/2001	12 14 26 66 68	 
861	26/06/2001	04 10 14 41 45	 
860	23/06/2001	08 23 46 47 59	 
859	21/06/2001	01 06 09 49 75	 
858	19/06/2001	11 16 20 62 75	 
857	16/06/2001	07 11 66 74 77	 
856	12/06/2001	06 38 41 75 80	 
855	09/06/2001	03 38 56 64 66	 
854	07/06/2001	04 13 30 49 63	 
853	05/06/2001	14 36 42 67 80	 
852	02/06/2001	05 54 57 67 75	 
851	31/05/2001	01 15 39 41 55	 
850	29/05/2001	26 29 34 43 79	 
849	26/05/2001	07 26 44 71 80	 
848	24/05/2001	15 33 40 57 60	 
847	22/05/2001	30 41 47 71 78	 
846	19/05/2001	34 38 41 56 62	 
845	17/05/2001	08 16 28 63 70	 
844	15/05/2001	23 47 56 77 78	 
843	12/05/2001	15 20 40 71 72	 
842	10/05/2001	08 50 59 72 75	 
841	08/05/2001	12 23 32 43 59	 
840	05/05/2001	02 12 35 55 56	 
839	03/05/2001	46 50 62 69 70	 
838	28/04/2001	21 39 76 77 80	 
837	26/04/2001	06 23 43 65 70	 
836	24/04/2001	07 18 30 41 69	 
835	21/04/2001	11 16 41 67 77	 
834	19/04/2001	43 59 69 75 77	 
833	17/04/2001	05 13 46 47 70	 
832	14/04/2001	06 28 29 39 50	 
831	10/04/2001	01 16 25 27 37	 
830	07/04/2001	10 27 45 69 71	 
829	05/04/2001	27 35 41 58 59	 
828	03/04/2001	07 68 72 75 77	 
827	31/03/2001	01 25 35 43 48	 
826	29/03/2001	34 39 41 46 68	 
825	27/03/2001	09 10 67 74 76	 
824	24/03/2001	25 26 53 55 73	 
823	22/03/2001	11 32 38 43 80	 
822	20/03/2001	25 30 34 49 66	 
821	17/03/2001	09 18 30 54 75	 
820	15/03/2001	07 48 53 62 74	 
819	13/03/2001	07 11 31 76 78	 
818	10/03/2001	11 32 43 58 61	 
817	08/03/2001	19 35 42 54 65	 
816	06/03/2001	02 11 42 60 62	 
815	03/03/2001	18 32 34 48 65	 
814	01/03/2001	09 19 28 46 76	 
813	24/02/2001	07 23 65 71 74	 
812	22/02/2001	11 18 43 72 73	 
811	20/02/2001	02 42 51 53 59	 
810	17/02/2001	12 13 21 53 77	 
809	15/02/2001	31 61 65 77 80	 
808	13/02/2001	31 37 38 49 67	 
807	10/02/2001	05 16 24 61 65	 
806	08/02/2001	36 39 42 61 68	 
805	06/02/2001	13 22 41 42 71	 
804	03/02/2001	08 26 38 46 74	 
803	01/02/2001	29 32 42 52 59	 
802	30/01/2001	03 25 28 51 70	 
801	27/01/2001	25 33 45 66 79	 
800	25/01/2001	13 28 44 45 66	 
799	23/01/2001	12 29 44 67 80	 
798	20/01/2001	12 27 52 57 69	 
797	18/01/2001	11 18 34 39 55	 
796	16/01/2001	15 38 39 48 79	 
795	13/01/2001	02 54 58 76 79	 
794	11/01/2001	14 19 37 46 61	 
793	09/01/2001	01 09 14 31 70	 
792	06/01/2001	04 07 14 34 73	 
791	04/01/2001	06 38 50 66 69	
