3785	12/05/2015	23 29 49 76 79	 
3784	11/05/2015	06 27 61 70 72	 
3783	09/05/2015	13 39 40 50 66	 
3782	08/05/2015	06 20 24 42 57	 
3781	07/05/2015	45 47 49 74 80	 
3780	06/05/2015	01 07 15 22 71	 
3779	05/05/2015	21 30 31 43 54	 
3778	04/05/2015	02 05 32 49 60	 
3777	02/05/2015	05 18 19 31 45	 
3776	30/04/2015	42 61 64 67 79	 
3775	29/04/2015	14 29 44 45 47	 
3774	28/04/2015	01 20 56 71 79	 
3773	27/04/2015	31 50 59 70 74	 
3772	25/04/2015	04 07 16 19 62	 
3771	24/04/2015	12 16 30 55 68	 
3770	23/04/2015	06 13 15 22 32	 
3769	22/04/2015	36 52 58 67 76	 
3768	20/04/2015	15 16 28 55 67	 
3767	18/04/2015	17 21 28 34 63	 
3766	17/04/2015	02 08 27 33 55	 
3765	16/04/2015	11 38 39 58 68	 
3764	15/04/2015	04 33 50 54 80	 
3763	14/04/2015	04 08 23 60 71	 
3762	13/04/2015	26 48 56 63 69	 
3761	11/04/2015	06 09 29 46 48	 
3760	10/04/2015	09 38 69 71 73	 
3759	09/04/2015	03 23 34 45 53	 
3758	08/04/2015	08 27 28 60 71	 
3757	07/04/2015	27 30 48 57 67	 
3756	06/04/2015	02 27 54 56 63	 
3755	04/04/2015	16 41 63 68 78	 
3754	02/04/2015	02 16 21 65 79	 
3753	01/04/2015	01 14 15 22 36	 
3752	31/03/2015	14 15 27 29 67	 
3751	30/03/2015	43 50 65 66 68	 
3750	28/03/2015	20 30 42 64 74	 
3749	27/03/2015	16 20 29 33 47	 
3748	26/03/2015	04 14 24 37 78	 
3747	25/03/2015	06 08 14 20 58	 
3746	24/03/2015	57 62 65 73 80	 
3745	23/03/2015	02 12 67 75 78	 
3744	21/03/2015	21 44 50 66 80	 
3743	20/03/2015	07 16 32 68 78	 
3742	19/03/2015	02 03 15 45 75	 
3741	18/03/2015	19 23 72 79 80	 
3740	17/03/2015	17 45 52 73 77	 
3739	16/03/2015	28 45 56 63 68	 
3738	14/03/2015	05 29 55 62 68	 
3737	13/03/2015	04 20 35 50 52	 
3736	12/03/2015	07 22 24 39 58	 
3735	11/03/2015	17 29 44 71 75	 
3734	10/03/2015	08 09 33 39 45	 
3733	09/03/2015	20 24 39 45 77	 
3732	07/03/2015	05 13 19 34 50	 
3731	06/03/2015	33 41 43 75 79	 
3730	05/03/2015	17 18 26 46 59	 
3729	04/03/2015	03 15 16 19 72	 
3728	03/03/2015	06 32 54 71 78	 
3727	02/03/2015	08 31 37 45 71	 
3726	28/02/2015	12 50 59 73 80	 
3725	27/02/2015	33 40 56 70 74	 
3724	26/02/2015	04 32 46 54 66	 
3723	25/02/2015	23 39 44 52 69	 
3722	24/02/2015	08 32 42 64 73	 
3721	23/02/2015	17 39 44 49 57	 
3720	21/02/2015	23 31 33 34 40	 
3719	20/02/2015	04 20 21 55 56	 
3718	19/02/2015	07 30 36 50 66	 
3717	18/02/2015	30 37 38 52 55	 
3716	14/02/2015	18 34 65 66 80	 
3715	13/02/2015	26 28 31 33 62	 
3714	12/02/2015	19 23 26 53 56	 
3713	11/02/2015	21 39 41 49 54	 
3712	10/02/2015	01 19 26 60 61	 
3711	09/02/2015	18 32 55 64 73	 
3710	07/02/2015	10 18 55 58 80	 
3709	06/02/2015	06 11 25 35 74	 
3708	05/02/2015	18 21 47 48 62	 
3707	04/02/2015	05 19 34 70 72	 
3706	03/02/2015	08 09 11 43 73	 
3705	02/02/2015	22 27 49 52 63	 
3704	31/01/2015	15 38 40 57 62	 
3703	30/01/2015	09 12 16 43 67	 
3702	29/01/2015	36 42 52 62 74	 
3701	28/01/2015	09 15 35 40 78	 
3700	27/01/2015	05 26 29 44 59	 
3699	26/01/2015	10 14 52 74 75	 
3698	24/01/2015	19 20 33 58 77	 
3697	23/01/2015	06 49 53 66 67	 
3696	22/01/2015	18 20 31 34 37	 
3695	21/01/2015	11 32 47 67 76	 
3694	20/01/2015	01 26 42 45 72	 
3693	19/01/2015	25 31 63 67 70	 
3692	17/01/2015	02 08 09 26 78	 
3691	16/01/2015	06 11 19 53 72	 
3690	15/01/2015	28 35 63 64 67	 
3689	14/01/2015	10 36 44 52 72	 
3688	13/01/2015	08 09 29 66 79	 
3687	12/01/2015	33 50 59 60 78	 
3686	10/01/2015	23 40 45 59 74	 
3685	09/01/2015	17 19 35 53 76	 
3684	08/01/2015	06 18 32 48 69	 
3683	07/01/2015	26 28 31 43 76	 
3682	06/01/2015	13 18 39 60 68	 
3681	05/01/2015	10 14 15 29 31	 
3680	03/01/2015	07 31 59 60 79	 
3679	02/01/2015	11 16 23 56 61	
