2486	31/12/2010	11 28 41 69 72	
2485	30/12/2010	05 18 32 58 64	
2484	29/12/2010	22 52 57 59 72	
2483	28/12/2010	02 13 42 52 75	
2482	27/12/2010	17 19 20 26 47	
2481	24/12/2010	18 27 31 63 78	
2480	23/12/2010	01 31 44 48 78	
2479	22/12/2010	04 38 46 52 72	
2478	21/12/2010	02 60 61 64 76	
2477	20/12/2010	04 23 33 44 46	
2476	18/12/2010	18 26 29 59 69	
2475	17/12/2010	05 18 22 34 56	
2474	16/12/2010	11 15 39 40 69	
2473	15/12/2010	19 31 41 47 55	
2472	14/12/2010	48 61 66 69 72	
2471	13/12/2010	23 40 41 78 80	
2470	11/12/2010	02 04 20 25 57	
2469	10/12/2010	04 20 25 34 56	
2468	09/12/2010	56 69 74 75 78	
2467	08/12/2010	05 07 33 36 38	
2466	07/12/2010	01 10 23 52 53	
2465	06/12/2010	01 15 20 57 79	
2464	04/12/2010	08 25 30 52 67	
2463	03/12/2010	01 42 48 53 62	
2462	02/12/2010	28 30 47 55 58	
2461	01/12/2010	02 17 22 74 75	
2460	30/11/2010	11 18 26 53 56	
2459	29/11/2010	21 29 60 62 65	
2458	27/11/2010	11 15 26 29 39	
2457	26/11/2010	21 31 62 68 78	
2456	25/11/2010	01 31 44 54 72	
2455	24/11/2010	05 29 35 58 62	
2454	23/11/2010	33 39 48 65 77	
2453	22/11/2010	24 25 55 62 69	
2452	20/11/2010	14 26 32 47 69	
2451	19/11/2010	01 20 31 36 61	
2450	18/11/2010	20 33 42 49 72	
2449	17/11/2010	02 11 28 42 76	
2448	16/11/2010	14 17 28 47 56	
2447	13/11/2010	09 22 38 39 55	
2446	12/11/2010	04 49 51 58 60	
2445	11/11/2010	01 05 32 53 71	
2444	10/11/2010	06 24 25 38 53	
2443	09/11/2010	01 46 53 70 75	
2442	08/11/2010	03 29 31 35 48	
2441	06/11/2010	01 11 25 30 75	
2440	05/11/2010	08 11 25 26 50	
2439	04/11/2010	01 31 59 70 80	
2438	03/11/2010	14 25 29 60 77	
2437	01/11/2010	33 37 44 50 79	
2436	30/10/2010	13 47 58 75 78	
2435	29/10/2010	17 28 30 37 46	
2434	28/10/2010	11 30 37 46 70	
2433	27/10/2010	01 38 53 64 76	
2432	26/10/2010	25 41 59 66 74	
2431	25/10/2010	09 11 66 71 77	
2430	23/10/2010	30 40 43 44 78	
2429	22/10/2010	15 26 29 47 79	
2428	21/10/2010	37 49 52 56 65	
2427	20/10/2010	10 13 17 37 38	
2426	19/10/2010	15 26 31 36 43	
2425	18/10/2010	13 48 64 66 77	
2424	16/10/2010	01 33 41 43 60	
2423	15/10/2010	38 61 65 66 76	
2422	14/10/2010	10 16 36 61 80	
2421	13/10/2010	15 18 31 54 55	
2420	11/10/2010	34 55 67 72 77	
2419	09/10/2010	07 08 10 61 73	
2418	08/10/2010	01 47 58 64 73	
2417	07/10/2010	01 07 15 72 73	
2416	06/10/2010	33 53 56 71 79	
2415	05/10/2010	05 28 40 47 73	
2414	04/10/2010	02 03 16 56 73	
2413	02/10/2010	05 11 60 68 79	
2412	01/10/2010	17 19 33 37 71	
2411	30/09/2010	22 26 35 59 66	
2410	29/09/2010	37 49 65 72 79	
2409	28/09/2010	31 35 41 44 47	
2408	27/09/2010	04 19 29 69 71	
2407	25/09/2010	12 26 36 45 75	
2406	24/09/2010	09 11 15 47 53	
2405	23/09/2010	05 10 33 49 61	
2404	22/09/2010	05 33 41 48 54	
2403	21/09/2010	10 13 26 38 63	
2402	20/09/2010	04 09 25 41 45	
2401	18/09/2010	02 19 49 53 69	
2400	17/09/2010	01 05 40 70 73	
2399	16/09/2010	23 25 51 52 56	
2398	15/09/2010	12 18 39 40 60	
2397	14/09/2010	05 19 37 69 72	
2396	13/09/2010	06 14 66 68 73	
2395	11/09/2010	17 35 40 46 74	
2394	10/09/2010	05 07 22 40 62	
2393	09/09/2010	02 34 38 41 44	
2392	08/09/2010	19 30 31 43 52	
2391	06/09/2010	06 08 17 39 73	
2390	04/09/2010	05 09 62 66 74	
2389	03/09/2010	25 35 52 57 60	
2388	02/09/2010	15 17 33 73 76	
2387	01/09/2010	25 32 69 78 79	
2386	31/08/2010	17 30 31 39 75	
2385	30/08/2010	35 58 64 73 77	
2384	28/08/2010	13 15 22 43 48	
2383	27/08/2010	18 31 37 51 71	
2382	26/08/2010	03 33 35 42 68	
2381	25/08/2010	30 32 34 40 69	
2380	24/08/2010	16 23 25 38 53	
2379	23/08/2010	25 28 34 43 56	
2378	21/08/2010	01 04 44 57 66	
2377	20/08/2010	05 33 38 58 78	
2376	19/08/2010	10 37 43 48 74	
2375	18/08/2010	14 19 23 68 69	
2374	17/08/2010	08 16 58 63 72	
2373	16/08/2010	15 34 40 42 52	
2372	14/08/2010	03 05 37 40 48	
2371	13/08/2010	12 25 30 55 80	
2370	12/08/2010	34 71 75 76 78	
2369	11/08/2010	19 30 41 56 64	
2368	10/08/2010	01 20 54 59 71	
2367	09/08/2010	07 11 41 49 68	
2366	07/08/2010	04 17 38 40 49	
2365	06/08/2010	41 47 64 66 72	
2364	05/08/2010	12 18 34 57 74	
2363	04/08/2010	11 49 58 73 79	
2362	03/08/2010	10 28 51 54 68	
2361	02/08/2010	10 29 42 63 80	
2360	31/07/2010	10 26 28 61 71	
2359	30/07/2010	05 40 42 53 57	
2358	29/07/2010	11 39 44 49 71	
2357	28/07/2010	01 07 19 40 53	
2356	27/07/2010	03 17 36 37 45	
2355	26/07/2010	18 36 49 65 79	
2354	24/07/2010	09 18 25 65 72	
2353	23/07/2010	02 13 39 56 72	
2352	22/07/2010	25 30 32 68 75	
2351	21/07/2010	08 12 48 52 60	
2350	20/07/2010	04 19 27 33 55	
2349	19/07/2010	09 25 26 31 40	
2348	17/07/2010	32 48 51 54 70	
2347	16/07/2010	07 56 62 64 75	
2346	15/07/2010	05 18 37 39 58	
2345	14/07/2010	31 43 46 55 77	
2344	13/07/2010	24 34 45 74 78	
2343	12/07/2010	13 33 39 57 64	
2342	10/07/2010	04 32 43 44 52	
2341	09/07/2010	05 06 10 26 64	
2340	08/07/2010	04 14 15 29 36	
2339	07/07/2010	06 07 10 38 48	
2338	06/07/2010	18 21 52 60 72	
2337	05/07/2010	42 44 58 62 70	
2336	03/07/2010	14 17 39 45 76	
2335	02/07/2010	07 19 72 75 78	
2334	01/07/2010	01 05 15 27 44	
2333	30/06/2010	06 35 40 53 65	
2332	29/06/2010	17 21 25 44 75	
2331	28/06/2010	38 53 69 75 78	
2330	26/06/2010	01 17 22 38 67	
2329	25/06/2010	31 33 63 67 72	
2328	24/06/2010	08 24 31 39 72	
2327	23/06/2010	11 12 26 29 77	
2326	22/06/2010	09 14 28 56 62	
2325	21/06/2010	03 10 13 37 80	
2324	19/06/2010	10 17 23 45 68	
2323	18/06/2010	11 37 55 62 68	
2322	17/06/2010	08 13 14 33 59	
2321	16/06/2010	19 55 66 67 78	
2320	15/06/2010	06 43 44 57 80	
2319	14/06/2010	15 18 23 34 60	
2318	12/06/2010	11 23 29 62 70	
2317	11/06/2010	21 28 29 51 58	
2316	10/06/2010	31 37 62 73 77	
2315	09/06/2010	01 08 15 23 57	
2314	08/06/2010	07 23 49 58 65	
2313	07/06/2010	31 35 41 66 75	
2312	05/06/2010	02 09 37 66 67	
2311	04/06/2010	18 27 50 63 64	
2310	02/06/2010	15 16 34 42 43	
2309	01/06/2010	06 20 57 63 66	
2308	31/05/2010	17 20 29 46 79	
2307	29/05/2010	15 29 36 75 80	
2306	28/05/2010	12 45 69 71 77	
2305	27/05/2010	08 35 61 67 68	
2304	26/05/2010	18 31 57 79 80	
2303	25/05/2010	06 57 68 69 80	
2302	24/05/2010	10 32 33 39 69	
2301	22/05/2010	02 06 54 73 76	
2300	21/05/2010	05 12 25 54 62	
2299	20/05/2010	08 10 14 47 48	
2298	19/05/2010	10 53 61 68 74	
2297	18/05/2010	09 27 59 62 74	
2296	17/05/2010	12 27 36 47 62	
2295	15/05/2010	11 13 20 33 67	
2294	14/05/2010	09 20 26 36 54	
2293	13/05/2010	13 29 31 39 44	
2292	12/05/2010	44 51 54 55 75	
2291	11/05/2010	02 06 39 59 73	
2290	10/05/2010	02 10 13 55 58	
2289	08/05/2010	08 38 40 63 78	
2288	07/05/2010	07 09 22 24 80	
2287	06/05/2010	14 21 69 70 79	
2286	05/05/2010	02 53 57 71 77	
2285	04/05/2010	22 29 66 69 77	
2284	03/05/2010	05 28 39 75 80	
2283	30/04/2010	02 05 15 36 62	
2282	29/04/2010	44 57 71 76 79	
2281	28/04/2010	33 41 52 56 75	
2280	27/04/2010	24 26 28 48 68	
2279	26/04/2010	51 53 75 77 80	
2278	24/04/2010	06 11 15 25 48	
2277	23/04/2010	04 23 24 25 31	
2276	22/04/2010	28 41 58 60 79	
