2786	31/12/2011	20 35 42 45 57	
2785	30/12/2011	06 33 43 53 62	
2784	29/12/2011	05 29 42 49 74	
2783	28/12/2011	12 27 35 71 79	
2782	27/12/2011	08 27 34 59 61	
2781	26/12/2011	08 13 53 54 55	
2780	24/12/2011	09 33 46 48 70	
2779	23/12/2011	05 17 29 49 72	
2778	22/12/2011	18 29 53 56 68	
2777	21/12/2011	27 41 42 45 67	
2776	20/12/2011	04 35 53 68 74	
2775	19/12/2011	10 36 56 61 74	
2774	17/12/2011	05 31 44 45 74	
2773	16/12/2011	06 16 29 36 54	
2772	15/12/2011	31 46 47 60 67	
2771	14/12/2011	02 12 17 42 72	
2770	13/12/2011	22 28 51 58 75	
2769	12/12/2011	20 53 58 66 72	
2768	10/12/2011	07 18 49 56 75	
2767	09/12/2011	09 42 74 76 78	
2766	08/12/2011	28 39 58 59 77	
2765	07/12/2011	02 07 20 53 64	
2764	06/12/2011	17 38 40 52 70	
2763	05/12/2011	03 04 26 60 61	
2762	03/12/2011	03 17 46 63 78	
2761	02/12/2011	44 46 50 63 79	
2760	01/12/2011	09 16 17 58 64	
2759	30/11/2011	14 26 27 55 56	
2758	29/11/2011	13 24 65 73 74	
2757	28/11/2011	07 29 49 72 73	
2756	26/11/2011	03 04 23 34 57	
2755	25/11/2011	04 08 33 67 72	
2754	24/11/2011	15 27 47 61 71	
2753	23/11/2011	23 46 50 63 75	
2752	22/11/2011	08 28 33 37 77	
2751	21/11/2011	15 23 49 51 71	
2750	19/11/2011	02 16 50 73 78	
2749	18/11/2011	20 27 72 75 79	
2748	17/11/2011	18 26 37 49 77	
2747	16/11/2011	19 36 38 54 66	
2746	14/11/2011	26 31 39 45 80	
2745	12/11/2011	01 30 42 57 71	
2744	11/11/2011	14 28 29 36 41	
2743	10/11/2011	15 43 56 69 77	
2742	09/11/2011	15 20 48 75 79	
2741	08/11/2011	08 30 40 68 77	
2740	07/11/2011	22 30 49 63 64	
2739	05/11/2011	01 11 15 27 65	
2738	04/11/2011	31 53 55 60 68	
2737	03/11/2011	08 13 28 31 74	
2736	01/11/2011	13 14 42 58 61	
2735	31/10/2011	03 08 42 75 77	
2734	29/10/2011	34 40 42 49 66	
2733	28/10/2011	40 66 67 72 77	
2732	27/10/2011	24 28 31 35 47	
2731	26/10/2011	04 10 19 68 79	
2730	25/10/2011	35 45 47 76 79	
2729	24/10/2011	16 43 51 59 76	
2728	22/10/2011	23 34 36 52 69	
